date,campaign,campaign_type,impressions,clicks,conversions,spend,revenue,channel,frequency,reach,roas
2026-02-05,Meta_Prospecting_LAL_US_v2,Prospecting,58238,914,21.0,893.15,2327.79,Meta Ads,7.28,22896,2.6062699434585457
2026-02-06,Meta_Prospecting_LAL_US_v2,Prospecting,28148,471,12.0,767.5,2588.23,Meta Ads,7.13,31373,3.37228664495114
2026-02-07,Meta_Prospecting_LAL_US_v2,Prospecting,0,0,0.0,0.0,0.0,Meta Ads,4.04,29460,
2026-02-08,Meta_Prospecting_LAL_US_v2,Prospecting,80427,1034,19.0,839.62,2904.66,Meta Ads,3.3,44436,3.4594935804292417
2026-02-09,Meta_Prospecting_LAL_US_v2,Prospecting,21879,632,16.0,925.5,1755.43,Meta Ads,5.51,42361,1.8967368989735278
2026-02-10,Meta_Prospecting_LAL_US_v2,Prospecting,17110,721,16.0,648.24,1611.53,Meta Ads,6.65,48617,2.486008268542515
2026-02-11,Meta_Prospecting_LAL_US_v2,Prospecting,23636,575,13.0,730.46,1875.31,Meta Ads,6.12,20631,2.5673000574980147
2026-02-12,Meta_Prospecting_LAL_US_v2,Prospecting,27839,414,6.0,691.97,2311.76,Meta Ads,5.31,12263,3.3408384756564593
2026-02-13,Meta_Prospecting_LAL_US_v2,Prospecting,27018,767,17.0,905.45,2729.21,Meta Ads,2.62,4856,3.014202882544591
2026-02-14,Meta_Prospecting_LAL_US_v2,Prospecting,22311,459,10.0,822.54,2219.2,Meta Ads,2.84,45661,2.6979842925572006
2026-02-15,Meta_Prospecting_LAL_US_v2,Prospecting,0,0,0.0,0.0,0.0,Meta Ads,6.07,43767,
2026-02-16,Meta_Prospecting_LAL_US_v2,Prospecting,37774,628,12.0,688.51,1903.67,Meta Ads,6.62,43349,2.76491263743446
2026-02-17,Meta_Prospecting_LAL_US_v2,Prospecting,21205,623,7.0,746.48,1504.34,Meta Ads,1.81,39060,2.0152448826492337
2026-02-18,Meta_Prospecting_LAL_US_v2,Prospecting,14268,547,9.0,912.07,2030.47,Meta Ads,2.31,19782,2.226221671582225
2026-02-19,Meta_Prospecting_LAL_US_v2,Prospecting,39457,841,8.0,788.97,1924.14,Meta Ads,5.76,30376,2.4387999543708885
2026-02-20,Meta_Prospecting_LAL_US_v2,Prospecting,30189,515,13.0,745.88,2126.46,Meta Ads,3.72,17368,2.8509411701614202
2026-02-21,Meta_Prospecting_LAL_US_v2,Prospecting,32716,521,10.0,725.11,2557.98,Meta Ads,4.94,45192,3.5277130366427163
2026-02-22,Meta_Prospecting_LAL_US_v2,Prospecting,25684,778,18.0,912.38,2190.9,Meta Ads,5.3,31825,2.4013020890418466
2026-02-23,Meta_Prospecting_LAL_US_v2,Prospecting,0,0,0.0,0.0,0.0,Meta Ads,6.43,16076,
2026-02-24,Meta_Prospecting_LAL_US_v2,Prospecting,10926,532,10.0,689.38,2753.54,Meta Ads,6.64,38990,3.9942266964518844
2026-02-25,Meta_Prospecting_LAL_US_v2,Prospecting,9899,424,6.0,795.59,2429.73,Meta Ads,2.96,19563,3.0539976621123945
2026-02-26,Meta_Prospecting_LAL_US_v2,Prospecting,11923,546,14.0,760.89,2544.67,Meta Ads,4.79,28392,3.344333609325921
2026-02-27,Meta_Prospecting_LAL_US_v2,Prospecting,33486,1015,18.0,831.25,2077.06,Meta Ads,1.86,2312,2.498718796992481
2026-02-28,Meta_Prospecting_LAL_US_v2,Prospecting,39074,766,11.0,735.12,2466.06,Meta Ads,6.89,30129,3.3546359777995427
2026-03-01,Meta_Prospecting_LAL_US_v2,Prospecting,25134,381,7.0,736.32,1815.0,Meta Ads,6.92,29605,2.4649608865710557
2026-03-02,Meta_Prospecting_LAL_US_v2,Prospecting,32114,893,25.0,729.47,2349.13,Meta Ads,3.1,20556,3.22032434507245
2026-03-03,Meta_Prospecting_LAL_US_v2,Prospecting,9977,424,12.0,806.75,2472.22,Meta Ads,2.12,39700,3.064418964982956
2026-03-04,Meta_Prospecting_LAL_US_v2,Prospecting,24273,593,17.0,734.85,2266.93,Meta Ads,1.49,20476,3.0848880723957266
2026-03-05,Meta_Prospecting_LAL_US_v2,Prospecting,9941,353,7.0,674.78,2608.5,Meta Ads,5.02,42208,3.8657043777231097
2026-03-06,Meta_Prospecting_LAL_US_v2,Prospecting,82665,852,16.0,845.72,1910.99,Meta Ads,1.64,27815,2.259601286477794
2026-03-07,Meta_Prospecting_LAL_US_v2,Prospecting,27747,603,9.0,840.4,2409.27,Meta Ads,5.76,20016,2.866813422179914
2026-03-08,Meta_Prospecting_LAL_US_v2,Prospecting,23116,648,15.0,884.01,1799.28,Meta Ads,5.75,37152,2.0353615909322293
2026-03-09,Meta_Prospecting_LAL_US_v2,Prospecting,26740,632,14.0,912.44,2403.79,Meta Ads,5.3,21647,2.6344636359651044
2026-03-10,Meta_Prospecting_LAL_US_v2,Prospecting,27130,682,16.0,871.79,2595.95,Meta Ads,7.14,14885,2.977723993163491
2026-03-11,Meta_Prospecting_LAL_US_v2,Prospecting,11448,396,11.0,703.99,2364.9,Meta Ads,3.65,37472,3.359280671600449
2026-03-12,Meta_Prospecting_LAL_US_v2,Prospecting,13643,567,6.0,930.81,2612.72,Meta Ads,7.32,47295,2.8069315972110314
2026-03-13,Meta_Prospecting_LAL_US_v2,Prospecting,11276,486,5.0,905.54,2692.09,Meta Ads,1.26,6628,2.9729111911124857
2026-03-14,Meta_Prospecting_LAL_US_v2,Prospecting,33215,611,6.0,727.76,2450.85,Meta Ads,1.79,18581,3.3676624161811586
2026-03-15,Meta_Prospecting_LAL_US_v2,Prospecting,20757,954,13.0,770.77,3113.9,Meta Ads,3.89,43951,4.0399859880379365
2026-03-16,Meta_Prospecting_LAL_US_v2,Prospecting,40613,691,8.0,646.95,2044.43,Meta Ads,5.16,48639,3.160105108586444
2026-03-17,Meta_Prospecting_LAL_US_v2,Prospecting,33266,464,9.0,895.8,2577.04,Meta Ads,1.23,21887,2.876802857780755
2026-03-18,Meta_Prospecting_LAL_US_v2,Prospecting,13264,423,12.0,657.52,2112.23,Meta Ads,4.97,9692,3.212419394086872
2026-03-19,Meta_Prospecting_LAL_US_v2,Prospecting,10361,330,5.0,659.97,2034.04,Meta Ads,3.15,43121,3.082018879646044
2026-03-20,Meta_Prospecting_LAL_US_v2,Prospecting,44428,452,9.0,712.13,2843.75,Meta Ads,7.21,16171,3.993301784786486
2026-03-21,Meta_Prospecting_LAL_US_v2,Prospecting,12308,463,7.0,731.13,2244.98,Meta Ads,4.73,20512,3.0705620067566644
2026-03-22,Meta_Prospecting_LAL_US_v2,Prospecting,31945,540,9.0,863.34,2770.79,Meta Ads,5.12,3294,3.2093844835175016
2026-03-23,Meta_Prospecting_LAL_US_v2,Prospecting,24974,457,5.0,800.12,2431.07,Meta Ads,7.62,16019,3.0383817427385895
2026-03-24,Meta_Prospecting_LAL_US_v2,Prospecting,17534,405,8.0,805.08,2499.72,Meta Ads,6.35,4914,3.1049336711879563
2026-03-25,Meta_Prospecting_LAL_US_v2,Prospecting,13180,489,11.0,928.05,2526.23,Meta Ads,4.07,30743,2.722083939442918
2026-03-26,Meta_Prospecting_LAL_US_v2,Prospecting,29782,509,7.0,872.34,1986.94,Meta Ads,4.34,24372,2.277712818396497
2026-03-27,Meta_Prospecting_LAL_US_v2,Prospecting,21784,918,13.0,755.89,2640.97,Meta Ads,5.54,17282,3.493854925981293
2026-03-28,Meta_Prospecting_LAL_US_v2,Prospecting,19983,702,15.0,717.6,2980.71,Meta Ads,2.4,33029,4.153720735785953
2026-03-29,Meta_Prospecting_LAL_US_v2,Prospecting,24695,454,9.0,880.63,2491.26,Meta Ads,1.62,25621,2.8289520002725324
2026-03-30,Meta_Prospecting_LAL_US_v2,Prospecting,23632,483,6.0,853.73,3261.26,Meta Ads,3.18,17358,3.8200133531678637
2026-03-31,Meta_Prospecting_LAL_US_v2,Prospecting,30089,800,11.0,934.92,2414.9,Meta Ads,6.45,44403,2.583001754160784
2026-04-01,Meta_Prospecting_LAL_US_v2,Prospecting,25211,922,21.0,741.7,2501.68,Meta Ads,2.8,32863,3.3729000943777803
2026-04-02,Meta_Prospecting_LAL_US_v2,Prospecting,43592,489,5.0,851.4,2964.86,Meta Ads,1.92,36899,3.482334977683815
2026-04-03,Meta_Prospecting_LAL_US_v2,Prospecting,27299,466,8.0,908.46,2759.37,Meta Ads,2.53,14891,3.0374149659863945
2026-04-04,Meta_Prospecting_LAL_US_v2,Prospecting,12646,498,6.0,791.44,3009.04,Meta Ads,5.75,26525,3.8019811988274537
2026-04-05,Meta_Prospecting_LAL_US_v2,Prospecting,18126,513,10.0,829.41,2631.64,Meta Ads,5.3,12760,3.17290604164406
2026-04-06,Meta_Prospecting_LAL_US_v2,Prospecting,14408,625,6.0,844.92,2619.25,Meta Ads,5.82,28297,3.099997632911992
2026-04-07,Meta_Prospecting_LAL_US_v2,Prospecting,14747,563,7.0,760.76,2111.09,Meta Ads,3.25,37566,2.774975024975025
2026-04-08,Meta_Prospecting_LAL_US_v2,Prospecting,18359,561,14.0,822.97,2610.96,Meta Ads,7.31,22621,3.172606534867614
2026-04-09,Meta_Prospecting_LAL_US_v2,Prospecting,15563,497,8.0,947.47,2749.81,Meta Ads,4.16,15572,2.90226603480849
2026-04-10,Meta_Prospecting_LAL_US_v2,Prospecting,70979,922,14.0,908.85,2442.28,Meta Ads,4.6,45249,2.6872201133300324
2026-04-11,Meta_Prospecting_LAL_US_v2,Prospecting,15775,611,8.0,717.77,2487.84,Meta Ads,7.64,32867,3.4660685177703168
2026-04-12,Meta_Prospecting_LAL_US_v2,Prospecting,19338,711,8.0,905.12,2403.92,Meta Ads,7.85,28910,2.6559130281067707
2026-04-13,Meta_Prospecting_LAL_US_v2,Prospecting,26196,691,10.0,903.11,2455.38,Meta Ads,5.63,49977,2.7188050182148356
2026-04-14,Meta_Prospecting_LAL_US_v2,Prospecting,42915,660,13.0,775.63,2632.08,Meta Ads,7.61,31889,3.3934736923533126
2026-04-15,Meta_Prospecting_LAL_US_v2,Prospecting,18657,756,13.0,704.11,2595.52,Meta Ads,4.79,47787,3.68624220647342
2026-04-16,Meta_Prospecting_LAL_US_v2,Prospecting,34335,535,15.0,924.35,2925.79,Meta Ads,3.15,45181,3.1652404392275653
2026-04-17,Meta_Prospecting_LAL_US_v2,Prospecting,16380,456,8.0,867.01,2501.91,Meta Ads,3.21,20701,2.8856760590996644
2026-04-18,Meta_Prospecting_LAL_US_v2,Prospecting,12169,513,8.0,680.57,2574.56,Meta Ads,4.91,46556,3.782946647662988
2026-04-19,Meta_Prospecting_LAL_US_v2,Prospecting,30455,406,6.0,674.28,2639.93,Meta Ads,5.24,43777,3.915183603250875
2026-04-20,Meta_Prospecting_LAL_US_v2,Prospecting,14451,709,11.0,909.39,2657.71,Meta Ads,4.08,21428,2.9225194910874324
2026-04-21,Meta_Prospecting_LAL_US_v2,Prospecting,19298,721,21.0,921.86,2475.69,Meta Ads,7.19,19605,2.685537934176556
2026-04-22,Meta_Prospecting_LAL_US_v2,Prospecting,43340,819,24.0,906.24,2973.0,Meta Ads,3.99,17244,3.2805879237288136
2026-04-23,Meta_Prospecting_LAL_US_v2,Prospecting,15972,464,11.0,757.81,2732.14,Meta Ads,2.91,30264,3.605310038136208
2026-04-24,Meta_Prospecting_LAL_US_v2,Prospecting,13403,652,11.0,664.58,3085.29,Meta Ads,1.06,38035,4.642465918324355
2026-04-25,Meta_Prospecting_LAL_US_v2,Prospecting,21492,735,9.0,668.44,2285.82,Meta Ads,7.79,42917,3.4196337741607326
2026-04-26,Meta_Prospecting_LAL_US_v2,Prospecting,14162,419,9.0,782.08,2817.08,Meta Ads,6.77,24203,3.6020355973813416
2026-04-27,Meta_Prospecting_LAL_US_v2,Prospecting,35209,552,6.0,786.94,2836.06,Meta Ads,5.31,22102,3.6039088113452102
2026-04-28,Meta_Prospecting_LAL_US_v2,Prospecting,22619,925,20.0,754.27,3015.52,Meta Ads,6.81,22198,3.9979317750937993
2026-04-29,Meta_Prospecting_LAL_US_v2,Prospecting,22993,832,16.0,694.45,2348.03,Meta Ads,6.67,27961,3.381136150910793
2026-04-30,Meta_Prospecting_LAL_US_v2,Prospecting,25509,935,24.0,786.21,3304.0,Meta Ads,7.52,27010,4.202439551773699
2026-05-01,Meta_Prospecting_LAL_US_v2,Prospecting,49169,834,14.0,717.26,2694.49,Meta Ads,3.7,8237,3.7566433371441317
2026-05-02,Meta_Prospecting_LAL_US_v2,Prospecting,8103,405,7.0,647.14,2860.59,Meta Ads,4.88,3984,4.420357264270483
2026-05-03,Meta_Prospecting_LAL_US_v2,Prospecting,22237,538,10.0,730.54,2862.75,Meta Ads,1.69,20640,3.9186765953951874
2026-05-04,Meta_Prospecting_LAL_US_v2,Prospecting,13194,482,13.0,862.56,2888.77,Meta Ads,7.76,27012,3.3490655722500464
2026-05-05,Meta_Prospecting_LAL_US_v2,Prospecting,15596,669,19.0,737.72,4140.93,Meta Ads,7.9,38241,5.613145909016971
2026-05-06,Meta_Prospecting_LAL_US_v2,Prospecting,9997,472,8.0,777.98,2592.0,Meta Ads,6.52,25548,3.3317051852232704
2026-05-07,Meta_Prospecting_LAL_US_v2,Prospecting,21037,456,12.0,738.1,2770.85,Meta Ads,4.18,8179,3.7540306191572954
2026-05-08,Meta_Prospecting_LAL_US_v2,Prospecting,14014,556,16.0,787.63,2400.21,Meta Ads,4.48,43734,3.04738265429199
2026-05-09,Meta_Prospecting_LAL_US_v2,Prospecting,19575,628,18.0,836.65,3362.92,Meta Ads,4.05,34185,4.019506364668619
2026-05-10,Meta_Prospecting_LAL_US_v2,Prospecting,9464,452,12.0,744.6,3213.85,Meta Ads,3.05,23858,4.3162100456621
2026-05-11,Meta_Prospecting_LAL_US_v2,Prospecting,13197,420,5.0,672.79,2143.8,Meta Ads,4.69,1982,3.186432616418199
2026-05-12,Meta_Prospecting_LAL_US_v2,Prospecting,28637,460,5.0,747.15,3365.93,Meta Ads,1.37,23807,4.50502576457204
2026-05-13,Meta_Prospecting_LAL_US_v2,Prospecting,18508,374,8.0,720.79,3117.04,Meta Ads,7.94,18522,4.324477309618613
2026-05-14,Meta_Prospecting_LAL_US_v2,Prospecting,24113,590,12.0,657.91,3311.55,Meta Ads,3.97,43193,5.033439224209999
2026-05-15,Meta_Prospecting_LAL_US_v2,Prospecting,43769,797,17.0,901.66,3325.43,Meta Ads,7.49,38310,3.6881196903489117
2026-05-16,Meta_Prospecting_LAL_US_v2,Prospecting,23467,849,23.0,855.27,2600.75,Meta Ads,6.07,18214,3.040852596256153
2026-05-17,Meta_Prospecting_LAL_US_v2,Prospecting,12817,549,10.0,946.03,2814.91,Meta Ads,3.03,31089,2.9754976057841716
2026-05-18,Meta_Prospecting_LAL_US_v2,Prospecting,21307,645,14.0,772.05,3162.35,Meta Ads,2.55,32454,4.096043002396218
2026-05-19,Meta_Prospecting_LAL_US_v2,Prospecting,15973,560,5.0,787.69,3295.72,Meta Ads,7.97,46053,4.184031789155632
2026-05-20,Meta_Prospecting_LAL_US_v2,Prospecting,50134,925,12.0,872.96,2914.62,Meta Ads,6.4,49984,3.3387784090909087
2026-05-21,Meta_Prospecting_LAL_US_v2,Prospecting,28757,762,19.0,895.93,2975.98,Meta Ads,2.75,14492,3.3216657551371203
2026-05-22,Meta_Prospecting_LAL_US_v2,Prospecting,29963,380,10.0,660.68,2904.11,Meta Ads,1.47,8632,4.39563782769268
2026-05-23,Meta_Prospecting_LAL_US_v2,Prospecting,57850,625,11.0,737.27,2523.61,Meta Ads,5.88,16387,3.422911552077258
2026-05-24,Meta_Prospecting_LAL_US_v2,Prospecting,13388,617,17.0,861.92,2982.57,Meta Ads,3.12,21672,3.4603791535177284
2026-05-25,Meta_Prospecting_LAL_US_v2,Prospecting,13501,656,15.0,956.17,2916.39,Meta Ads,2.55,40873,3.0500747774977253
2026-05-26,Meta_Prospecting_LAL_US_v2,Prospecting,56936,832,10.0,825.0,2975.92,Meta Ads,6.14,39143,3.6071757575757575
2026-05-27,Meta_Prospecting_LAL_US_v2,Prospecting,10506,514,10.0,792.42,3152.51,Meta Ads,5.75,27544,3.978332197571995
2026-05-28,Meta_Prospecting_LAL_US_v2,Prospecting,15404,464,11.0,733.22,2964.57,Meta Ads,4.37,25174,4.043220315866997
2026-05-29,Meta_Prospecting_LAL_US_v2,Prospecting,20000,624,11.0,703.11,2578.66,Meta Ads,7.6,3471,3.6675057956791965
2026-05-30,Meta_Prospecting_LAL_US_v2,Prospecting,31836,926,24.0,840.02,2921.43,Meta Ads,5.76,30377,3.4778100521416158
2026-05-31,Meta_Prospecting_LAL_US_v2,Prospecting,10564,508,14.0,814.86,3245.94,Meta Ads,7.25,40002,3.9834327369118623
2026-06-01,Meta_Prospecting_LAL_US_v2,Prospecting,27506,763,10.0,940.85,2745.64,Meta Ads,2.33,30319,2.918254769623213
2026-06-02,Meta_Prospecting_LAL_US_v2,Prospecting,0,0,0.0,0.0,0.0,Meta Ads,3.08,46850,
2026-06-03,Meta_Prospecting_LAL_US_v2,Prospecting,16094,532,15.0,905.76,3158.47,Meta Ads,1.73,40056,3.487093711358417
2026-06-04,Meta_Prospecting_LAL_US_v2,Prospecting,16927,677,7.0,826.45,3084.88,Meta Ads,3.13,48555,3.732688002903987
2026-06-05,Meta_Prospecting_LAL_US_v2,Prospecting,19084,369,4.0,721.47,3109.87,Meta Ads,7.8,21721,4.310463359529848
2026-06-06,Meta_Prospecting_LAL_US_v2,Prospecting,32733,533,10.0,700.66,2684.41,Meta Ads,7.74,43469,3.8312590985642108
2026-06-07,Meta_Prospecting_LAL_US_v2,Prospecting,21046,502,8.0,772.72,2448.75,Meta Ads,6.32,22534,3.1690004141215447
2026-06-08,Meta_Prospecting_LAL_US_v2,Prospecting,25426,500,13.0,737.78,3063.76,Meta Ads,4.65,26348,4.152674238933016
2026-06-09,Meta_Prospecting_LAL_US_v2,Prospecting,19553,725,13.0,652.84,2474.84,Meta Ads,6.47,22563,3.7908829115863
2026-06-10,Meta_Prospecting_LAL_US_v2,Prospecting,26546,640,16.0,880.5,2776.24,Meta Ads,4.87,12864,3.1530266893810333
2026-06-11,Meta_Prospecting_LAL_US_v2,Prospecting,24820,595,14.0,891.13,2915.76,Meta Ads,1.02,13178,3.2719805191161786
2026-06-12,Meta_Prospecting_LAL_US_v2,Prospecting,47153,493,7.0,895.76,3322.96,Meta Ads,4.51,13388,3.709654371706707
2026-06-13,Meta_Prospecting_LAL_US_v2,Prospecting,30213,840,18.0,842.46,2922.67,Meta Ads,5.19,12049,3.4692092206158156
2026-06-14,Meta_Prospecting_LAL_US_v2,Prospecting,29487,643,14.0,694.76,2599.72,Meta Ads,2.86,11872,3.7418964822384706
2026-06-15,Meta_Prospecting_LAL_US_v2,Prospecting,0,0,0.0,0.0,0.0,Meta Ads,2.42,2778,
2026-06-16,Meta_Prospecting_LAL_US_v2,Prospecting,17007,542,5.0,647.23,2337.3,Meta Ads,2.92,27595,3.6112355731347434
2026-06-17,Meta_Prospecting_LAL_US_v2,Prospecting,38102,769,8.0,841.88,2909.13,Meta Ads,5.37,44884,3.4555162255903458
2026-06-18,Meta_Prospecting_LAL_US_v2,Prospecting,16211,475,,659.58,2439.55,Meta Ads,2.02,26164,3.6986415597804663
2026-06-19,Meta_Prospecting_LAL_US_v2,Prospecting,24033,893,18.0,806.34,3306.55,Meta Ads,6.04,1272,4.1006895354317034
2026-06-20,Meta_Prospecting_LAL_US_v2,Prospecting,26096,937,16.0,820.71,2923.44,Meta Ads,3.96,2501,3.562086486091311
2026-06-21,Meta_Prospecting_LAL_US_v2,Prospecting,42209,885,25.0,957.35,3610.84,Meta Ads,3.47,11297,3.7717031388729305
2026-06-22,Meta_Prospecting_LAL_US_v2,Prospecting,15716,533,5.0,723.27,2546.13,Meta Ads,6.65,14270,3.5203036210543783
2026-06-23,Meta_Prospecting_LAL_US_v2,Prospecting,52292,543,13.0,650.13,2245.76,Meta Ads,4.54,4576,3.4543245197114425
2026-06-24,Meta_Prospecting_LAL_US_v2,Prospecting,44995,754,15.0,741.33,2738.66,Meta Ads,3.65,41396,3.6942522223571146
2026-06-25,Meta_Prospecting_LAL_US_v2,Prospecting,13143,411,5.0,689.52,2539.6,Meta Ads,7.15,46100,3.683141895811579
2026-06-26,Meta_Prospecting_LAL_US_v2,Prospecting,79890,1087,23.0,933.7,2421.37,Meta Ads,3.58,15626,2.593306201135268
2026-06-27,Meta_Prospecting_LAL_US_v2,Prospecting,17866,500,10.0,730.28,2533.57,Meta Ads,7.01,2281,3.4693131401654163
2026-06-28,Meta_Prospecting_LAL_US_v2,Prospecting,21587,818,10.0,942.93,2736.04,Meta Ads,4.53,49898,2.9016363887032974
2026-06-29,Meta_Prospecting_LAL_US_v2,Prospecting,16193,464,11.0,742.84,3276.91,Meta Ads,2.46,18653,4.411326799849227
2026-06-30,Meta_Prospecting_LAL_US_v2,Prospecting,16431,796,23.0,933.14,2747.0,Meta Ads,5.29,5335,2.9438240778446962
2025-01-01,Meta_Retargeting_Website_v1,Retargeting,17406,852,60.0,434.71,2162.05,Meta Ads,3.0,12676,4.973545582112213
2025-01-02,Meta_Retargeting_Website_v1,Retargeting,38118,459,23.0,401.64,2132.94,Meta Ads,2.03,26727,5.310576635793248
2025-01-03,Meta_Retargeting_Website_v1,Retargeting,15777,581,29.0,496.79,2020.44,Meta Ads,1.61,29947,4.06699007628978
2025-01-04,Meta_Retargeting_Website_v1,Retargeting,31805,555,39.0,484.66,1498.05,Meta Ads,2.69,11657,3.0909297239301776
2025-01-05,Meta_Retargeting_Website_v1,Retargeting,55336,624,25.0,521.0,2022.15,Meta Ads,6.16,3254,3.8812859884836852
2025-01-06,Meta_Retargeting_Website_v1,Retargeting,15539,503,42.0,369.99,1806.81,Meta Ads,6.87,35343,4.8834022541149755
2025-01-07,Meta_Retargeting_Website_v1,Retargeting,20523,563,33.0,496.78,2512.03,Meta Ads,7.03,26408,5.056624662828617
2025-01-08,Meta_Retargeting_Website_v1,Retargeting,22405,668,32.0,510.93,2135.32,Meta Ads,2.89,43329,4.179280919108293
2025-01-09,Meta_Retargeting_Website_v1,Retargeting,52387,717,38.0,405.43,1957.88,Meta Ads,5.63,13094,4.829144365241842
2025-01-10,Meta_Retargeting_Website_v1,Retargeting,12312,441,33.0,520.91,2106.22,Meta Ads,2.61,9759,4.043347219289321
2025-01-11,Meta_Retargeting_Website_v1,Retargeting,13916,595,48.0,526.23,2600.9,Meta Ads,5.36,13447,4.942515630047698
2025-01-12,Meta_Retargeting_Website_v1,Retargeting,0,0,0.0,0.0,0.0,Meta Ads,7.21,15145,
2025-01-13,Meta_Retargeting_Website_v1,Retargeting,28389,780,32.0,426.48,2318.54,Meta Ads,1.29,29767,5.436456574751453
2025-01-14,Meta_Retargeting_Website_v1,Retargeting,0,0,0.0,0.0,0.0,Meta Ads,7.9,15760,
2025-01-15,Meta_Retargeting_Website_v1,Retargeting,11717,439,29.0,512.83,2150.19,Meta Ads,6.79,45956,4.192792933330733
2025-01-16,Meta_Retargeting_Website_v1,Retargeting,19154,919,70.0,506.96,1852.26,Meta Ads,6.33,4187,3.653661038346221
2025-01-17,Meta_Retargeting_Website_v1,Retargeting,10892,499,32.0,486.12,1586.61,Meta Ads,5.84,17982,3.2638237472229075
2025-01-18,Meta_Retargeting_Website_v1,Retargeting,9775,448,25.0,535.39,2082.86,Meta Ads,6.39,47386,3.8903602981004504
2025-01-19,Meta_Retargeting_Website_v1,Retargeting,7769,366,23.0,419.39,1844.52,Meta Ads,7.96,42003,4.398102005293403
2025-01-20,Meta_Retargeting_Website_v1,Retargeting,14955,362,27.0,374.15,2530.2,Meta Ads,6.39,48698,6.762528397701456
2025-01-21,Meta_Retargeting_Website_v1,Retargeting,33309,821,35.0,501.08,2213.33,Meta Ads,3.46,47067,4.417119022910513
2025-01-22,Meta_Retargeting_Website_v1,Retargeting,10286,497,34.0,527.9,2572.41,Meta Ads,5.3,15034,4.87291153627581
2025-01-23,Meta_Retargeting_Website_v1,Retargeting,27951,490,27.0,426.5,2230.25,Meta Ads,3.36,19265,5.229191090269636
2025-01-24,Meta_Retargeting_Website_v1,Retargeting,15607,493,30.0,446.81,,Meta Ads,7.79,39920,
2025-01-25,Meta_Retargeting_Website_v1,Retargeting,11037,316,22.0,379.43,1910.49,Meta Ads,7.3,31620,5.035158000158132
2025-01-26,Meta_Retargeting_Website_v1,Retargeting,16471,460,22.0,443.34,2011.29,Meta Ads,4.97,17356,4.536676140208418
2025-01-27,Meta_Retargeting_Website_v1,Retargeting,15605,616,50.0,499.36,2024.67,Meta Ads,6.47,35651,4.054529798141622
2025-01-28,Meta_Retargeting_Website_v1,Retargeting,22878,490,26.0,512.94,2000.05,Meta Ads,7.37,24740,3.8991889889655704
2025-01-29,Meta_Retargeting_Website_v1,Retargeting,18815,808,61.0,423.45,2270.83,Meta Ads,2.71,23335,5.362687448341008
2025-01-30,Meta_Retargeting_Website_v1,Retargeting,15972,531,26.0,371.89,1824.64,Meta Ads,5.06,7870,4.906397052891984
2025-01-31,Meta_Retargeting_Website_v1,Retargeting,26485,508,23.0,481.58,2108.97,Meta Ads,4.37,3162,4.379272395033016
2025-02-01,Meta_Retargeting_Website_v1,Retargeting,42003,490,25.0,520.29,1568.44,Meta Ads,6.4,49629,3.0145495781198948
2025-02-02,Meta_Retargeting_Website_v1,Retargeting,33026,395,25.0,450.07,1955.94,Meta Ads,3.65,46443,4.345857311084942
2025-02-03,Meta_Retargeting_Website_v1,Retargeting,8807,413,18.0,365.03,2208.2,Meta Ads,5.96,7582,6.049365805550229
2025-02-04,Meta_Retargeting_Website_v1,Retargeting,12905,634,46.0,489.28,2589.7,Meta Ads,3.82,30581,5.292879332897319
2025-02-05,Meta_Retargeting_Website_v1,Retargeting,39137,681,60.0,476.59,2362.22,Meta Ads,1.78,25421,4.956503493568896
2025-02-06,Meta_Retargeting_Website_v1,Retargeting,73119,836,52.0,505.12,2567.39,Meta Ads,1.75,39811,5.082732815964523
2025-02-07,Meta_Retargeting_Website_v1,Retargeting,30882,856,,480.67,2045.84,Meta Ads,1.83,47398,4.25622568498138
2025-02-08,Meta_Retargeting_Website_v1,Retargeting,21725,349,27.0,396.18,1441.2,Meta Ads,1.23,3982,3.637740421020748
2025-02-09,Meta_Retargeting_Website_v1,Retargeting,24189,689,58.0,462.74,2276.21,Meta Ads,4.73,26451,4.9189825820114965
2025-02-10,Meta_Retargeting_Website_v1,Retargeting,20249,688,53.0,520.58,2029.17,Meta Ads,5.7,25255,3.897902339698029
2025-02-11,Meta_Retargeting_Website_v1,Retargeting,17036,453,38.0,459.58,1844.44,Meta Ads,1.89,4515,4.013316506375387
2025-02-12,Meta_Retargeting_Website_v1,Retargeting,19465,965,64.0,504.53,2345.84,Meta Ads,5.28,41595,4.649555031415377
2025-02-13,Meta_Retargeting_Website_v1,Retargeting,15910,713,50.0,449.32,2240.64,Meta Ads,5.18,17411,4.986735511439508
2025-02-14,Meta_Retargeting_Website_v1,Retargeting,8802,379,27.0,437.68,2450.78,Meta Ads,2.03,1635,5.599479071467739
2025-02-15,Meta_Retargeting_Website_v1,Retargeting,16738,474,30.0,492.27,2156.77,Meta Ads,3.83,47477,4.381274503829199
2025-02-16,Meta_Retargeting_Website_v1,Retargeting,9595,370,21.0,388.65,2229.23,Meta Ads,6.29,44084,5.7358291521934905
2025-02-17,Meta_Retargeting_Website_v1,Retargeting,28493,640,43.0,527.65,2226.85,Meta Ads,1.12,34354,4.220316497678385
2025-02-18,Meta_Retargeting_Website_v1,Retargeting,20820,444,24.0,523.32,2414.73,Meta Ads,2.03,4622,4.614251318504929
