date,campaign,campaign_type,impressions,clicks,conversions,spend,revenue,channel,bid_strategy,roas
2026-01-26,MS_Search_Brand_US_v1,Search - Brand,8131,363,45.0,226.58,791.87,Microsoft Ads,MaxConv,3.494880395445317
2026-01-27,MS_Search_Brand_US_v1,Search - Brand,4804,208,26.0,226.18,685.58,Microsoft Ads,MaxConv,3.0311256521354673
2026-01-28,MS_Search_Brand_US_v1,Search - Brand,7454,312,33.0,238.55,1065.56,Microsoft Ads,MaxClicks,4.466820373087403
2026-01-29,MS_Search_Brand_US_v1,Search - Brand,0,0,0.0,0.0,0.0,Microsoft Ads,MaxConv,
2026-01-30,MS_Search_Brand_US_v1,Search - Brand,7037,295,25.0,217.45,4754.75,Microsoft Ads,MaxConv,21.865946194527478
2026-01-31,MS_Search_Brand_US_v1,Search - Brand,8594,218,24.0,201.61,921.92,Microsoft Ads,TargetCPA,4.572789048162293
2026-02-01,MS_Search_Brand_US_v1,Search - Brand,5251,227,19.0,223.17,741.03,Microsoft Ads,TargetCPA,3.3204731818792848
2026-02-02,MS_Search_Brand_US_v1,Search - Brand,9754,293,38.0,214.43,915.24,Microsoft Ads,MaxClicks,4.268246047661242
2026-02-03,MS_Search_Brand_US_v1,Search - Brand,7091,256,27.0,164.73,990.88,Microsoft Ads,MaxClicks,6.015176349177442
2026-02-04,MS_Search_Brand_US_v1,Search - Brand,6963,221,18.0,221.91,885.43,Microsoft Ads,MaxClicks,3.9900410076157
2026-02-05,MS_Search_Brand_US_v1,Search - Brand,4737,193,14.0,183.21,845.1,Microsoft Ads,MaxClicks,4.612739479286065
2026-02-06,MS_Search_Brand_US_v1,Search - Brand,11816,208,27.0,222.42,1061.59,Microsoft Ads,MaxClicks,4.772907112669724
2026-02-07,MS_Search_Brand_US_v1,Search - Brand,17941,219,15.0,188.07,844.73,Microsoft Ads,TargetCPA,4.491572286914447
2026-02-08,MS_Search_Brand_US_v1,Search - Brand,12991,377,36.0,212.42,724.93,Microsoft Ads,TargetCPA,3.412720082854722
2026-02-09,MS_Search_Brand_US_v1,Search - Brand,19072,215,28.0,210.85,968.57,Microsoft Ads,MaxConv,4.593644771164335
2026-02-10,MS_Search_Brand_US_v1,Search - Brand,20444,385,45.0,208.11,991.56,Microsoft Ads,TargetCPA,4.764595646533083
2026-02-11,MS_Search_Brand_US_v1,Search - Brand,9015,328,45.0,216.15,971.81,Microsoft Ads,MaxClicks,4.495998149433263
2026-02-12,MS_Search_Brand_US_v1,Search - Brand,19200,325,34.0,191.68,1089.84,Microsoft Ads,TargetCPA,5.685726210350584
2026-02-13,MS_Search_Brand_US_v1,Search - Brand,6217,248,19.0,189.26,975.19,Microsoft Ads,MaxConv,5.152647152065941
2026-02-14,MS_Search_Brand_US_v1,Search - Brand,7837,205,19.0,197.35,1028.86,Microsoft Ads,MaxClicks,5.213377248543197
2026-02-15,MS_Search_Brand_US_v1,Search - Brand,10411,452,58.0,227.11,851.71,Microsoft Ads,MaxClicks,3.750209149751222
2026-02-16,MS_Search_Brand_US_v1,Search - Brand,24174,308,26.0,212.95,819.26,Microsoft Ads,MaxConv,3.8471941770368634
2026-02-17,MS_Search_Brand_US_v1,Search - Brand,11411,322,40.0,207.36,974.92,Microsoft Ads,TargetCPA,4.7015817901234565
2026-02-18,MS_Search_Brand_US_v1,Search - Brand,8994,406,52.0,236.47,1178.48,Microsoft Ads,MaxConv,4.983634287647482
2026-02-19,MS_Search_Brand_US_v1,Search - Brand,0,0,0.0,0.0,0.0,Microsoft Ads,MaxClicks,
2026-02-20,MS_Search_Brand_US_v1,Search - Brand,8800,429,55.0,217.3,974.68,Microsoft Ads,MaxClicks,4.485411872986654
2026-02-21,MS_Search_Brand_US_v1,Search - Brand,9114,213,20.0,187.71,1085.1,Microsoft Ads,TargetCPA,5.780725587342176
2026-02-22,MS_Search_Brand_US_v1,Search - Brand,9959,204,23.0,169.23,886.43,Microsoft Ads,MaxConv,5.238019263723926
2026-02-23,MS_Search_Brand_US_v1,Search - Brand,15715,375,29.0,231.79,1220.47,Microsoft Ads,TargetCPA,5.265412658009406
2026-02-24,MS_Search_Brand_US_v1,Search - Brand,5061,168,21.0,163.19,771.51,Microsoft Ads,MaxClicks,4.727679392119615
2026-02-25,MS_Search_Brand_US_v1,Search - Brand,7200,238,21.0,215.31,927.17,Microsoft Ads,MaxConv,4.306209651200594
2026-02-26,MS_Search_Brand_US_v1,Search - Brand,7862,308,33.0,194.08,1128.34,Microsoft Ads,MaxConv,5.81378812860676
2026-02-27,MS_Search_Brand_US_v1,Search - Brand,15109,362,31.0,205.7,1047.72,Microsoft Ads,TargetCPA,5.093437044239184
2026-02-28,MS_Search_Brand_US_v1,Search - Brand,25984,415,,232.82,1091.71,Microsoft Ads,MaxClicks,4.689073103685251
2026-03-01,MS_Search_Brand_US_v1,Search - Brand,12704,290,31.0,182.27,993.48,Microsoft Ads,MaxConv,5.4505952707521805
2026-03-02,MS_Search_Brand_US_v1,Search - Brand,6550,327,23.0,234.31,1090.55,Microsoft Ads,TargetCPA,4.654304127011224
2026-03-03,MS_Search_Brand_US_v1,Search - Brand,14957,207,17.0,214.67,1243.26,Microsoft Ads,MaxClicks,5.79149392090185
2026-03-04,MS_Search_Brand_US_v1,Search - Brand,6836,190,20.0,212.04,1160.3,Microsoft Ads,MaxClicks,5.472080739483117
2026-03-05,MS_Search_Brand_US_v1,Search - Brand,5100,169,14.0,199.04,1102.9,Microsoft Ads,MaxClicks,5.54109726688103
2026-03-06,MS_Search_Brand_US_v1,Search - Brand,7740,373,49.0,198.88,1072.58,Microsoft Ads,TargetCPA,5.39310136765889
2026-03-07,MS_Search_Brand_US_v1,Search - Brand,13187,238,19.0,214.81,1135.69,Microsoft Ads,MaxClicks,5.286951259252363
2026-03-08,MS_Search_Brand_US_v1,Search - Brand,4416,205,17.0,207.15,1153.33,Microsoft Ads,TargetCPA,5.567608013516775
2026-03-09,MS_Search_Brand_US_v1,Search - Brand,9117,285,22.0,231.98,1096.81,Microsoft Ads,MaxClicks,4.728036899732736
2026-03-10,MS_Search_Brand_US_v1,Search - Brand,8362,349,37.0,239.42,984.99,Microsoft Ads,TargetCPA,4.114067329379334
2026-03-11,MS_Search_Brand_US_v1,Search - Brand,3826,164,16.0,161.5,1032.39,Microsoft Ads,TargetCPA,6.392507739938081
2026-03-12,MS_Search_Brand_US_v1,Search - Brand,19815,310,35.0,218.64,1043.19,Microsoft Ads,MaxConv,4.771267837541164
2026-03-13,MS_Search_Brand_US_v1,Search - Brand,30885,381,45.0,225.67,1017.36,Microsoft Ads,TargetCPA,4.508175654717065
2026-03-14,MS_Search_Brand_US_v1,Search - Brand,6314,302,29.0,179.52,1110.23,Microsoft Ads,MaxConv,6.184436274509804
2026-03-15,MS_Search_Brand_US_v1,Search - Brand,13978,159,21.0,161.6,1030.81,Microsoft Ads,MaxClicks,6.378774752475247
2026-03-16,MS_Search_Brand_US_v1,Search - Brand,4156,163,18.0,167.99,1040.38,Microsoft Ads,MaxClicks,6.193106732543604
2026-03-17,MS_Search_Brand_US_v1,Search - Brand,6873,275,27.0,228.64,1117.91,Microsoft Ads,TargetCPA,4.88938943317005
2026-03-18,MS_Search_Brand_US_v1,Search - Brand,4202,201,21.0,210.44,1126.64,Microsoft Ads,MaxClicks,5.353735031362859
2026-03-19,MS_Search_Brand_US_v1,Search - Brand,5694,242,30.0,216.34,935.45,Microsoft Ads,MaxClicks,4.323980771008598
2026-03-20,MS_Search_Brand_US_v1,Search - Brand,5643,255,27.0,212.07,1163.76,Microsoft Ads,TargetCPA,5.487622011599943
2026-03-21,MS_Search_Brand_US_v1,Search - Brand,13692,212,25.0,199.45,1075.85,Microsoft Ads,MaxClicks,5.39408373025821
2026-03-22,MS_Search_Brand_US_v1,Search - Brand,8827,309,40.0,225.83,1164.13,Microsoft Ads,MaxClicks,5.154895275207014
2026-03-23,MS_Search_Brand_US_v1,Search - Brand,8205,216,28.0,222.86,1173.11,Microsoft Ads,MaxClicks,5.263887642466122
2026-03-24,MS_Search_Brand_US_v1,Search - Brand,14285,418,30.0,229.57,1056.69,Microsoft Ads,MaxConv,4.602909787864268
2026-03-25,MS_Search_Brand_US_v1,Search - Brand,14500,429,59.0,222.87,1127.51,Microsoft Ads,MaxClicks,5.059047875443083
2026-03-26,MS_Search_Brand_US_v1,Search - Brand,6757,299,31.0,212.01,1285.15,Microsoft Ads,TargetCPA,6.061742370642895
2026-03-27,MS_Search_Brand_US_v1,Search - Brand,3042,151,11.0,168.16,1079.55,Microsoft Ads,TargetCPA,6.419778782112274
2026-03-28,MS_Search_Brand_US_v1,Search - Brand,8969,279,20.0,228.37,1524.08,Microsoft Ads,MaxClicks,6.673731225642597
2026-03-29,MS_Search_Brand_US_v1,Search - Brand,12309,200,22.0,203.82,1296.86,Microsoft Ads,TargetCPA,6.362771072514964
2026-03-30,MS_Search_Brand_US_v1,Search - Brand,6719,266,24.0,173.75,843.18,Microsoft Ads,TargetCPA,4.8528345323741
2026-03-31,MS_Search_Brand_US_v1,Search - Brand,8607,185,,164.87,1184.57,Microsoft Ads,TargetCPA,7.18487293018742
2026-04-01,MS_Search_Brand_US_v1,Search - Brand,12575,174,24.0,183.67,926.77,Microsoft Ads,TargetCPA,5.045843088147221
2026-04-02,MS_Search_Brand_US_v1,Search - Brand,7587,363,39.0,235.09,987.41,Microsoft Ads,MaxClicks,4.200136118082436
2026-04-03,MS_Search_Brand_US_v1,Search - Brand,6066,271,22.0,174.57,998.34,Microsoft Ads,TargetCPA,5.718852036432377
2026-04-04,MS_Search_Brand_US_v1,Search - Brand,11636,357,43.0,180.96,1101.86,Microsoft Ads,MaxConv,6.088969938107868
2026-04-05,MS_Search_Brand_US_v1,Search - Brand,6653,297,22.0,221.93,1289.43,Microsoft Ads,MaxConv,5.810075248952373
2026-04-06,MS_Search_Brand_US_v1,Search - Brand,6406,167,17.0,176.57,1227.65,Microsoft Ads,MaxConv,6.9527666081440795
2026-04-07,MS_Search_Brand_US_v1,Search - Brand,7092,229,23.0,216.26,1107.39,Microsoft Ads,MaxClicks,5.1206418200314445
2026-04-08,MS_Search_Brand_US_v1,Search - Brand,5629,154,15.0,175.13,1071.44,Microsoft Ads,TargetCPA,6.117969508365215
2026-04-09,MS_Search_Brand_US_v1,Search - Brand,4065,192,19.0,213.99,883.03,Microsoft Ads,MaxClicks,4.126501238375624
2026-04-10,MS_Search_Brand_US_v1,Search - Brand,8125,188,16.0,181.7,1198.87,Microsoft Ads,TargetCPA,6.598073747936159
2026-04-11,MS_Search_Brand_US_v1,Search - Brand,8293,340,43.0,200.61,1393.48,Microsoft Ads,TargetCPA,6.9462140471561735
2026-04-12,MS_Search_Brand_US_v1,Search - Brand,6595,214,21.0,234.56,1090.74,Microsoft Ads,TargetCPA,4.650153478854024
2026-04-13,MS_Search_Brand_US_v1,Search - Brand,3551,176,21.0,185.08,1148.77,Microsoft Ads,TargetCPA,6.206883509833585
2026-04-14,MS_Search_Brand_US_v1,Search - Brand,4281,174,16.0,199.65,1175.67,Microsoft Ads,TargetCPA,5.8886551465063866
2026-04-15,MS_Search_Brand_US_v1,Search - Brand,16619,324,33.0,238.21,1156.7,Microsoft Ads,MaxClicks,4.855799504638764
2026-04-16,MS_Search_Brand_US_v1,Search - Brand,11976,149,13.0,160.99,1463.23,Microsoft Ads,MaxClicks,9.08894962420026
2026-04-17,MS_Search_Brand_US_v1,Search - Brand,7966,145,20.0,167.19,1258.36,Microsoft Ads,MaxConv,7.526526706142711
2026-04-18,MS_Search_Brand_US_v1,Search - Brand,3722,165,22.0,172.16,1371.94,Microsoft Ads,MaxClicks,7.968982342007435
2026-04-19,MS_Search_Brand_US_v1,Search - Brand,0,0,0.0,0.0,0.0,Microsoft Ads,MaxConv,
2026-04-20,MS_Search_Brand_US_v1,Search - Brand,14811,302,25.0,178.93,962.46,Microsoft Ads,MaxConv,5.378975018163528
2026-04-21,MS_Search_Brand_US_v1,Search - Brand,6021,258,18.0,229.38,,Microsoft Ads,TargetCPA,
2026-04-22,MS_Search_Brand_US_v1,Search - Brand,19450,370,30.0,204.2,880.07,Microsoft Ads,MaxClicks,4.309843290891283
2026-04-23,MS_Search_Brand_US_v1,Search - Brand,3622,147,15.0,165.02,1276.67,Microsoft Ads,MaxClicks,7.736456187128833
2026-04-24,MS_Search_Brand_US_v1,Search - Brand,23586,257,21.0,182.0,1391.93,Microsoft Ads,TargetCPA,7.647967032967033
2026-04-25,MS_Search_Brand_US_v1,Search - Brand,8099,308,32.0,209.92,1169.86,Microsoft Ads,TargetCPA,5.572884908536585
2026-04-26,MS_Search_Brand_US_v1,Search - Brand,6877,289,32.0,179.8,1314.21,Microsoft Ads,MaxConv,7.30928809788654
2026-04-27,MS_Search_Brand_US_v1,Search - Brand,9602,303,28.0,218.97,1495.29,Microsoft Ads,MaxClicks,6.82874366351555
2026-04-28,MS_Search_Brand_US_v1,Search - Brand,5486,176,21.0,182.29,1218.58,Microsoft Ads,MaxClicks,6.684842832848758
2026-04-29,MS_Search_Brand_US_v1,Search - Brand,4906,222,16.0,219.81,1273.5,Microsoft Ads,MaxConv,5.793639961785178
2026-04-30,MS_Search_Brand_US_v1,Search - Brand,4419,187,25.0,211.51,1216.98,Microsoft Ads,MaxConv,5.75377050730462
2026-05-01,MS_Search_Brand_US_v1,Search - Brand,32113,395,51.0,233.2,1282.07,Microsoft Ads,MaxConv,5.497727272727273
2026-05-02,MS_Search_Brand_US_v1,Search - Brand,4666,188,24.0,167.46,912.1,Microsoft Ads,TargetCPA,5.446673832557028
2026-05-03,MS_Search_Brand_US_v1,Search - Brand,9130,248,17.0,215.33,1451.85,Microsoft Ads,MaxConv,6.742441833464913
2026-05-04,MS_Search_Brand_US_v1,Search - Brand,8901,200,16.0,167.73,1125.52,Microsoft Ads,MaxConv,6.7103082334704585
2026-05-05,MS_Search_Brand_US_v1,Search - Brand,9821,316,30.0,182.12,1037.59,Microsoft Ads,TargetCPA,5.697287502745442
2026-05-06,MS_Search_Brand_US_v1,Search - Brand,10993,151,21.0,167.76,1223.95,Microsoft Ads,MaxConv,7.295839294229853
2026-05-07,MS_Search_Brand_US_v1,Search - Brand,3984,195,21.0,161.47,1132.82,Microsoft Ads,MaxConv,7.015668545240602
2026-05-08,MS_Search_Brand_US_v1,Search - Brand,8747,256,30.0,231.08,1090.46,Microsoft Ads,MaxClicks,4.71897178466332
2026-05-09,MS_Search_Brand_US_v1,Search - Brand,5183,207,20.0,184.35,1095.66,Microsoft Ads,MaxConv,5.943368592351506
2026-05-10,MS_Search_Brand_US_v1,Search - Brand,9001,236,25.0,182.58,1276.25,Microsoft Ads,MaxConv,6.990086537408259
2026-05-11,MS_Search_Brand_US_v1,Search - Brand,4582,153,15.0,169.0,1274.66,Microsoft Ads,TargetCPA,7.542366863905326
2026-05-12,MS_Search_Brand_US_v1,Search - Brand,18575,258,19.0,174.52,1223.1,Microsoft Ads,MaxConv,7.0083658033463205
2026-05-13,MS_Search_Brand_US_v1,Search - Brand,7321,217,23.0,206.78,1370.83,Microsoft Ads,MaxClicks,6.629412902601799
2026-05-14,MS_Search_Brand_US_v1,Search - Brand,14052,278,29.0,165.77,1080.24,Microsoft Ads,MaxClicks,6.516498763346806
2026-05-15,MS_Search_Brand_US_v1,Search - Brand,4643,197,23.0,233.76,1336.74,Microsoft Ads,TargetCPA,5.718429158110883
2026-05-16,MS_Search_Brand_US_v1,Search - Brand,4677,164,13.0,191.11,1157.52,Microsoft Ads,MaxClicks,6.056825911778557
2026-05-17,MS_Search_Brand_US_v1,Search - Brand,5854,196,14.0,229.28,1595.08,Microsoft Ads,TargetCPA,6.956908583391486
2026-05-18,MS_Search_Brand_US_v1,Search - Brand,25228,338,34.0,222.19,1152.05,Microsoft Ads,MaxClicks,5.184976821639138
2026-05-19,MS_Search_Brand_US_v1,Search - Brand,11014,459,54.0,239.64,1229.54,Microsoft Ads,MaxClicks,5.130779502587214
2026-05-20,MS_Search_Brand_US_v1,Search - Brand,10655,174,20.0,175.26,1446.48,Microsoft Ads,MaxConv,8.253337897980144
2026-05-21,MS_Search_Brand_US_v1,Search - Brand,11505,320,33.0,185.26,1345.47,Microsoft Ads,TargetCPA,7.26260390802116
2026-05-22,MS_Search_Brand_US_v1,Search - Brand,13028,225,22.0,178.55,1365.8,Microsoft Ads,MaxConv,7.6493979277513295
2026-05-23,MS_Search_Brand_US_v1,Search - Brand,7204,278,22.0,222.99,1101.02,Microsoft Ads,TargetCPA,4.937530830978967
2026-05-24,MS_Search_Brand_US_v1,Search - Brand,32150,413,49.0,231.91,1117.15,Microsoft Ads,MaxConv,4.817170454055453
2026-05-25,MS_Search_Brand_US_v1,Search - Brand,9703,241,19.0,216.18,1622.67,Microsoft Ads,MaxClicks,7.506106022758813
2026-05-26,MS_Search_Brand_US_v1,Search - Brand,8206,292,36.0,168.33,1172.35,Microsoft Ads,MaxConv,6.964593358284321
2026-05-27,MS_Search_Brand_US_v1,Search - Brand,14455,179,23.0,172.55,1185.83,Microsoft Ads,MaxClicks,6.872384815995363
2026-05-28,MS_Search_Brand_US_v1,Search - Brand,16848,337,38.0,188.99,1174.02,Microsoft Ads,TargetCPA,6.212074712947775
2026-05-29,MS_Search_Brand_US_v1,Search - Brand,8110,248,27.0,216.13,1531.48,Microsoft Ads,TargetCPA,7.085920510803684
2026-05-30,MS_Search_Brand_US_v1,Search - Brand,5149,223,20.0,225.4,1476.96,Microsoft Ads,MaxClicks,6.552617568766637
2026-05-31,MS_Search_Brand_US_v1,Search - Brand,3644,153,16.0,179.11,1245.94,Microsoft Ads,MaxConv,6.956283847914689
2026-06-01,MS_Search_Brand_US_v1,Search - Brand,4289,187,19.0,218.83,1340.8,Microsoft Ads,MaxClicks,6.127130649362519
2026-06-02,MS_Search_Brand_US_v1,Search - Brand,12793,257,25.0,221.43,,Microsoft Ads,MaxConv,
2026-06-03,MS_Search_Brand_US_v1,Search - Brand,9689,441,36.0,228.7,1298.42,Microsoft Ads,MaxClicks,5.677393965894185
2026-06-04,MS_Search_Brand_US_v1,Search - Brand,14883,271,28.0,170.28,1377.51,Microsoft Ads,MaxClicks,8.089675828047922
2026-06-05,MS_Search_Brand_US_v1,Search - Brand,15927,246,17.0,186.65,971.15,Microsoft Ads,TargetCPA,5.203053844093223
2026-06-06,MS_Search_Brand_US_v1,Search - Brand,9607,267,32.0,216.6,1460.1,Microsoft Ads,MaxConv,6.740997229916897
2026-06-07,MS_Search_Brand_US_v1,Search - Brand,11228,224,17.0,178.05,1340.21,Microsoft Ads,MaxConv,7.527155293456894
2026-06-08,MS_Search_Brand_US_v1,Search - Brand,24622,419,29.0,235.69,1549.53,Microsoft Ads,MaxClicks,6.574441003012431
2026-06-09,MS_Search_Brand_US_v1,Search - Brand,8052,218,15.0,235.51,1321.56,Microsoft Ads,MaxConv,5.61148146575517
2026-06-10,MS_Search_Brand_US_v1,Search - Brand,6616,267,26.0,190.21,1479.45,Microsoft Ads,MaxClicks,7.777982230166658
2026-06-11,MS_Search_Brand_US_v1,Search - Brand,5100,240,31.0,230.46,1423.46,Microsoft Ads,MaxClicks,6.176603315108912
2026-06-12,MS_Search_Brand_US_v1,Search - Brand,7524,196,24.0,178.69,1251.13,Microsoft Ads,MaxConv,7.0016788852202145
2026-06-13,MS_Search_Brand_US_v1,Search - Brand,3780,184,13.0,176.84,1400.12,Microsoft Ads,MaxConv,7.917439493327301
2026-06-14,MS_Search_Brand_US_v1,Search - Brand,6238,182,21.0,207.45,1336.31,Microsoft Ads,MaxClicks,6.441600385635093
2026-06-15,MS_Search_Brand_US_v1,Search - Brand,5405,269,24.0,168.58,1246.63,Microsoft Ads,MaxConv,7.394886700676237
2026-06-16,MS_Search_Brand_US_v1,Search - Brand,8289,185,19.0,206.72,1509.14,Microsoft Ads,MaxConv,7.300406346749226
2026-06-17,MS_Search_Brand_US_v1,Search - Brand,3836,189,15.0,173.14,1132.36,Microsoft Ads,MaxConv,6.540140926417927
2026-06-18,MS_Search_Brand_US_v1,Search - Brand,6911,188,22.0,180.78,1293.77,Microsoft Ads,MaxConv,7.156599181325368
2026-06-19,MS_Search_Brand_US_v1,Search - Brand,8581,278,24.0,165.95,1329.4,Microsoft Ads,TargetCPA,8.010846640554385
2026-06-20,MS_Search_Brand_US_v1,Search - Brand,4939,176,23.0,193.08,1173.51,Microsoft Ads,TargetCPA,6.077843380981976
2026-06-21,MS_Search_Brand_US_v1,Search - Brand,4008,176,20.0,177.51,1306.1,Microsoft Ads,MaxClicks,7.357895329840572
2026-06-22,MS_Search_Brand_US_v1,Search - Brand,4108,196,21.0,167.0,1379.19,Microsoft Ads,MaxClicks,8.258622754491018
2026-06-23,MS_Search_Brand_US_v1,Search - Brand,6275,225,25.0,163.4,1524.16,Microsoft Ads,TargetCPA,9.327784577723378
2026-06-24,MS_Search_Brand_US_v1,Search - Brand,7396,255,30.0,175.14,1527.04,Microsoft Ads,MaxClicks,8.71896768299646
2026-06-25,MS_Search_Brand_US_v1,Search - Brand,0,0,0.0,0.0,0.0,Microsoft Ads,TargetCPA,
2026-06-26,MS_Search_Brand_US_v1,Search - Brand,6210,295,30.0,165.01,1168.13,Microsoft Ads,MaxClicks,7.079146718380705
2026-06-27,MS_Search_Brand_US_v1,Search - Brand,5835,226,28.0,166.21,1363.0,Microsoft Ads,MaxConv,8.20046928584321
2026-06-28,MS_Search_Brand_US_v1,Search - Brand,8947,291,34.0,184.57,1253.0,Microsoft Ads,MaxConv,6.788752234924419
2026-06-29,MS_Search_Brand_US_v1,Search - Brand,11447,147,18.0,172.4,1094.32,Microsoft Ads,TargetCPA,6.347563805104408
2026-06-30,MS_Search_Brand_US_v1,Search - Brand,11602,442,37.0,234.5,1297.16,Microsoft Ads,TargetCPA,5.531599147121535
2025-01-01,MS_Search_NonBrand_US_v1,Search - Non-Brand,11509,343,10.0,469.53,973.06,Microsoft Ads,TargetCPA,2.072412838370285
2025-01-02,MS_Search_NonBrand_US_v1,Search - Non-Brand,8925,294,7.0,380.28,1045.28,Microsoft Ads,TargetCPA,2.7487114757547073
2025-01-03,MS_Search_NonBrand_US_v1,Search - Non-Brand,10587,171,2.0,371.51,1064.18,Microsoft Ads,MaxConv,2.8644720195957043
2025-01-04,MS_Search_NonBrand_US_v1,Search - Non-Brand,6440,219,5.0,393.92,1197.83,Microsoft Ads,MaxConv,3.0407950852965064
2025-01-05,MS_Search_NonBrand_US_v1,Search - Non-Brand,3531,164,4.0,339.91,1053.11,Microsoft Ads,TargetCPA,3.0982024653584768
2025-01-06,MS_Search_NonBrand_US_v1,Search - Non-Brand,7530,193,7.0,344.33,928.71,Microsoft Ads,TargetCPA,2.69715098887695
2025-01-07,MS_Search_NonBrand_US_v1,Search - Non-Brand,11941,250,8.0,468.22,1339.05,Microsoft Ads,MaxClicks,2.859873563709367
2025-01-08,MS_Search_NonBrand_US_v1,Search - Non-Brand,5709,234,3.0,446.09,1207.65,Microsoft Ads,MaxConv,2.7071891322378896
2025-01-09,MS_Search_NonBrand_US_v1,Search - Non-Brand,7185,221,7.0,341.19,1061.41,Microsoft Ads,MaxConv,3.1109059468331433
2025-01-10,MS_Search_NonBrand_US_v1,Search - Non-Brand,3588,171,2.0,420.72,1017.73,Microsoft Ads,TargetCPA,2.419019775622742
2025-01-11,MS_Search_NonBrand_US_v1,Search - Non-Brand,3974,196,3.0,410.92,1248.56,Microsoft Ads,MaxClicks,3.038450306629027
2025-01-12,MS_Search_NonBrand_US_v1,Search - Non-Brand,11311,225,4.0,418.87,,Microsoft Ads,MaxConv,
2025-01-13,MS_Search_NonBrand_US_v1,Search - Non-Brand,16474,236,4.0,333.72,1135.99,Microsoft Ads,MaxClicks,3.4040213352511084
2025-01-14,MS_Search_NonBrand_US_v1,Search - Non-Brand,16384,404,6.0,457.64,973.34,Microsoft Ads,MaxClicks,2.12686828074469
2025-01-15,MS_Search_NonBrand_US_v1,Search - Non-Brand,7039,209,4.0,470.83,985.02,Microsoft Ads,MaxConv,2.0920926873818577
2025-01-16,MS_Search_NonBrand_US_v1,Search - Non-Brand,8770,256,5.0,325.27,1160.12,Microsoft Ads,MaxConv,3.566636947766471
2025-01-17,MS_Search_NonBrand_US_v1,Search - Non-Brand,0,0,0.0,0.0,0.0,Microsoft Ads,MaxClicks,
2025-01-18,MS_Search_NonBrand_US_v1,Search - Non-Brand,5470,230,7.0,467.66,930.88,Microsoft Ads,MaxClicks,1.9905059231065303
2025-01-19,MS_Search_NonBrand_US_v1,Search - Non-Brand,5550,148,4.0,347.02,1142.58,Microsoft Ads,MaxConv,3.292547979943519
2025-01-20,MS_Search_NonBrand_US_v1,Search - Non-Brand,10733,209,5.0,402.19,941.22,Microsoft Ads,TargetCPA,2.340237201322758
2025-01-21,MS_Search_NonBrand_US_v1,Search - Non-Brand,0,0,0.0,0.0,0.0,Microsoft Ads,MaxClicks,
2025-01-22,MS_Search_NonBrand_US_v1,Search - Non-Brand,6431,142,5.0,348.76,1074.86,Microsoft Ads,MaxConv,3.0819474710402566
2025-01-23,MS_Search_NonBrand_US_v1,Search - Non-Brand,5511,260,8.0,353.37,1207.44,Microsoft Ads,MaxClicks,3.4169284319551747
2025-01-24,MS_Search_NonBrand_US_v1,Search - Non-Brand,0,0,0.0,0.0,0.0,Microsoft Ads,MaxConv,
2025-01-25,MS_Search_NonBrand_US_v1,Search - Non-Brand,10678,202,3.0,452.42,1133.44,Microsoft Ads,MaxClicks,2.5052827019141506
2025-01-26,MS_Search_NonBrand_US_v1,Search - Non-Brand,21985,262,5.0,352.29,913.65,Microsoft Ads,MaxClicks,2.59345993357745
2025-01-27,MS_Search_NonBrand_US_v1,Search - Non-Brand,19399,423,7.0,477.32,1198.91,Microsoft Ads,TargetCPA,2.5117531215955755
2025-01-28,MS_Search_NonBrand_US_v1,Search - Non-Brand,18023,345,10.0,376.75,1166.11,Microsoft Ads,MaxClicks,3.0951824817518245
2025-01-29,MS_Search_NonBrand_US_v1,Search - Non-Brand,0,0,0.0,0.0,0.0,Microsoft Ads,MaxClicks,
2025-01-30,MS_Search_NonBrand_US_v1,Search - Non-Brand,4040,177,6.0,400.64,1009.34,Microsoft Ads,MaxClicks,2.5193190894568693
2025-01-31,MS_Search_NonBrand_US_v1,Search - Non-Brand,5430,265,6.0,477.09,983.96,Microsoft Ads,MaxConv,2.0624200884529125
2025-02-01,MS_Search_NonBrand_US_v1,Search - Non-Brand,5027,200,7.0,374.32,923.78,Microsoft Ads,MaxConv,2.4678884377003634
2025-02-02,MS_Search_NonBrand_US_v1,Search - Non-Brand,5318,248,6.0,368.58,1136.08,Microsoft Ads,MaxConv,3.0823159151337567
2025-02-03,MS_Search_NonBrand_US_v1,Search - Non-Brand,6277,222,7.0,341.58,,Microsoft Ads,MaxConv,
2025-02-04,MS_Search_NonBrand_US_v1,Search - Non-Brand,12584,164,3.0,409.61,1149.12,Microsoft Ads,MaxClicks,2.8054002587827442
2025-02-05,MS_Search_NonBrand_US_v1,Search - Non-Brand,8970,332,9.0,439.32,1035.14,Microsoft Ads,TargetCPA,2.3562323591004284
2025-02-06,MS_Search_NonBrand_US_v1,Search - Non-Brand,4807,216,7.0,354.38,913.25,Microsoft Ads,MaxClicks,2.5770359501100515
2025-02-07,MS_Search_NonBrand_US_v1,Search - Non-Brand,7610,268,4.0,371.84,933.69,Microsoft Ads,MaxClicks,2.510999354561102
2025-02-08,MS_Search_NonBrand_US_v1,Search - Non-Brand,7837,251,6.0,438.51,1001.72,Microsoft Ads,TargetCPA,2.284372078173816
2025-02-09,MS_Search_NonBrand_US_v1,Search - Non-Brand,9943,427,15.0,429.19,1076.67,Microsoft Ads,TargetCPA,2.508609240662644
