date,campaign,campaign_type,impressions,clicks,conversions,spend,revenue,channel,quality_score,avg_position,roas
2025-02-04,GA_Search_NonBrand_US_v3,Search - Non-Brand,38520,473,21.0,1000.4,3101.38,Google Ads,4.8,6.59,3.1001399440223913
2025-02-05,GA_Search_NonBrand_US_v3,Search - Non-Brand,9812,360,13.0,1064.19,2848.74,Google Ads,9.2,4.86,2.6769091985453723
2025-02-06,GA_Search_NonBrand_US_v3,Search - Non-Brand,8424,384,19.0,1221.9,3386.48,Google Ads,5.5,2.2,2.7714870283983957
2025-02-07,GA_Search_NonBrand_US_v3,Search - Non-Brand,14140,420,17.0,1043.45,2435.07,Google Ads,3.4,7.86,2.3336719536154105
2025-02-08,GA_Search_NonBrand_US_v3,Search - Non-Brand,16761,472,14.0,1092.6,3559.82,Google Ads,4.5,2.28,3.258118250045763
2025-02-09,GA_Search_NonBrand_US_v3,Search - Non-Brand,37721,642,31.0,1215.48,3107.26,Google Ads,4.9,7.38,2.556405699805838
2025-02-10,GA_Search_NonBrand_US_v3,Search - Non-Brand,23144,576,21.0,1129.8,4081.79,Google Ads,7.0,2.46,3.6128429810585945
2025-02-11,GA_Search_NonBrand_US_v3,Search - Non-Brand,20949,443,11.0,1171.13,3185.01,Google Ads,1.4,3.62,2.719604143007181
2025-02-12,GA_Search_NonBrand_US_v3,Search - Non-Brand,8858,291,14.0,976.23,2961.89,Google Ads,4.5,4.08,3.0340083791729406
2025-02-13,GA_Search_NonBrand_US_v3,Search - Non-Brand,22550,304,9.0,942.92,3477.95,Google Ads,6.8,7.45,3.688488949221567
2025-02-14,GA_Search_NonBrand_US_v3,Search - Non-Brand,21091,395,10.0,1124.99,3043.65,Google Ads,3.5,7.22,2.7054907154730263
2025-02-15,GA_Search_NonBrand_US_v3,Search - Non-Brand,13920,624,12.0,1264.59,3505.4,Google Ads,6.3,6.76,2.771965617314703
2025-02-16,GA_Search_NonBrand_US_v3,Search - Non-Brand,36942,508,15.0,1228.74,3055.0,Google Ads,4.2,3.64,2.4862867653042953
2025-02-17,GA_Search_NonBrand_US_v3,Search - Non-Brand,37810,692,19.0,1093.9,3441.83,Google Ads,7.8,1.03,3.1463844958405702
2025-02-18,GA_Search_NonBrand_US_v3,Search - Non-Brand,11020,325,8.0,984.78,,Google Ads,1.5,5.77,
2025-02-19,GA_Search_NonBrand_US_v3,Search - Non-Brand,11769,305,13.0,1069.19,2437.23,Google Ads,9.3,3.88,2.2795106576006137
2025-02-20,GA_Search_NonBrand_US_v3,Search - Non-Brand,14969,455,21.0,1244.12,3406.2,Google Ads,2.5,6.3,2.737838793685497
2025-02-21,GA_Search_NonBrand_US_v3,Search - Non-Brand,25465,701,25.0,1100.56,2457.2,Google Ads,2.4,6.56,2.232681543941266
2025-02-22,GA_Search_NonBrand_US_v3,Search - Non-Brand,16211,632,13.0,1249.24,3352.24,Google Ads,8.6,4.08,2.6834235215010724
2025-02-23,GA_Search_NonBrand_US_v3,Search - Non-Brand,17864,450,11.0,929.1,3075.46,Google Ads,8.8,6.24,3.310149607146701
2025-02-24,GA_Search_NonBrand_US_v3,Search - Non-Brand,10890,404,10.0,1232.64,3167.12,Google Ads,1.8,6.88,2.569379543094496
2025-02-25,GA_Search_NonBrand_US_v3,Search - Non-Brand,46070,496,10.0,1128.94,3497.36,Google Ads,9.2,7.5,3.0979148581855545
2025-02-26,GA_Search_NonBrand_US_v3,Search - Non-Brand,11700,567,11.0,1243.82,3115.86,Google Ads,3.5,5.08,2.5050730813140167
2025-02-27,GA_Search_NonBrand_US_v3,Search - Non-Brand,15535,577,22.0,1173.86,3696.52,Google Ads,6.6,6.45,3.1490296968974154
2025-02-28,GA_Search_NonBrand_US_v3,Search - Non-Brand,47448,494,24.0,1019.72,2980.47,Google Ads,1.6,4.46,2.9228317577374177
2025-03-01,GA_Search_NonBrand_US_v3,Search - Non-Brand,19354,435,21.0,1195.06,3816.68,Google Ads,4.4,1.29,3.1937141231402606
2025-03-02,GA_Search_NonBrand_US_v3,Search - Non-Brand,9911,470,21.0,1029.59,2701.76,Google Ads,5.1,2.09,2.6241125108052725
2025-03-03,GA_Search_NonBrand_US_v3,Search - Non-Brand,20884,286,6.0,961.72,3184.45,Google Ads,6.4,1.9,3.311202844902882
2025-03-04,GA_Search_NonBrand_US_v3,Search - Non-Brand,13076,477,16.0,951.63,3382.5,Google Ads,5.7,2.2,3.5544276662148104
2025-03-05,GA_Search_NonBrand_US_v3,Search - Non-Brand,10656,455,21.0,1210.52,2229.48,Google Ads,5.2,1.07,1.8417539569771668
2025-03-06,GA_Search_NonBrand_US_v3,Search - Non-Brand,11479,526,24.0,1213.1,3093.65,Google Ads,9.6,7.01,2.550201961915753
2025-03-07,GA_Search_NonBrand_US_v3,Search - Non-Brand,25192,444,12.0,1280.04,4270.46,Google Ads,2.7,4.92,3.336192618980657
2025-03-08,GA_Search_NonBrand_US_v3,Search - Non-Brand,17659,552,23.0,961.24,3900.59,Google Ads,2.4,3.68,4.057873163830053
2025-03-09,GA_Search_NonBrand_US_v3,Search - Non-Brand,17511,479,18.0,1006.7,3330.06,Google Ads,7.4,3.87,3.3078970895003477
2025-03-10,GA_Search_NonBrand_US_v3,Search - Non-Brand,11968,435,18.0,952.34,3796.15,Google Ads,1.7,4.24,3.9861289035428524
2025-03-11,GA_Search_NonBrand_US_v3,Search - Non-Brand,10645,489,19.0,1289.88,3632.02,Google Ads,5.3,1.52,2.8157813129903553
2025-03-12,GA_Search_NonBrand_US_v3,Search - Non-Brand,26918,397,13.0,1055.79,3447.96,Google Ads,5.4,2.92,3.265763077884807
2025-03-13,GA_Search_NonBrand_US_v3,Search - Non-Brand,20275,802,30.0,1311.45,3662.71,Google Ads,3.8,6.96,2.792870486865683
2025-03-14,GA_Search_NonBrand_US_v3,Search - Non-Brand,22146,484,17.0,894.28,3049.08,Google Ads,9.4,6.21,3.4095361631703716
2025-03-15,GA_Search_NonBrand_US_v3,Search - Non-Brand,7624,372,10.0,1292.86,3676.67,Google Ads,3.5,4.94,2.843826864471018
2025-03-16,GA_Search_NonBrand_US_v3,Search - Non-Brand,27194,547,21.0,1069.74,3383.64,Google Ads,3.6,4.36,3.1630489651691063
2025-03-17,GA_Search_NonBrand_US_v3,Search - Non-Brand,12373,360,16.0,1134.16,4420.6,Google Ads,3.1,2.81,3.8976863934541863
2025-03-18,GA_Search_NonBrand_US_v3,Search - Non-Brand,18801,539,12.0,1034.36,3320.9,Google Ads,2.3,4.3,3.2105843226729576
2025-03-19,GA_Search_NonBrand_US_v3,Search - Non-Brand,13274,562,17.0,1092.14,4063.29,Google Ads,4.3,5.18,3.720484553262402
2025-03-20,GA_Search_NonBrand_US_v3,Search - Non-Brand,7793,369,8.0,1242.39,2865.28,Google Ads,7.1,5.99,2.3062645385104514
2025-03-21,GA_Search_NonBrand_US_v3,Search - Non-Brand,28658,754,25.0,1180.9,3510.69,Google Ads,7.7,2.17,2.9728935557625538
2025-03-22,GA_Search_NonBrand_US_v3,Search - Non-Brand,12131,324,7.0,950.94,3609.29,Google Ads,8.3,6.69,3.795497087092771
2025-03-23,GA_Search_NonBrand_US_v3,Search - Non-Brand,21037,275,10.0,931.2,3779.54,Google Ads,2.8,3.42,4.058784364261168
2025-03-24,GA_Search_NonBrand_US_v3,Search - Non-Brand,13272,331,12.0,1036.05,4166.34,Google Ads,1.3,4.52,4.021369625018098
2025-03-25,GA_Search_NonBrand_US_v3,Search - Non-Brand,12124,449,14.0,992.35,3502.14,Google Ads,9.8,5.26,3.5291379049730436
2025-03-26,GA_Search_NonBrand_US_v3,Search - Non-Brand,55153,644,28.0,1169.59,3209.97,Google Ads,1.1,4.42,2.744525859489223
2025-03-27,GA_Search_NonBrand_US_v3,Search - Non-Brand,16930,326,11.0,1064.44,3539.41,Google Ads,9.6,5.0,3.3251381007853893
2025-03-28,GA_Search_NonBrand_US_v3,Search - Non-Brand,9926,398,12.0,1101.07,3850.03,Google Ads,8.5,1.78,3.4966260092455523
2025-03-29,GA_Search_NonBrand_US_v3,Search - Non-Brand,10982,472,19.0,1113.77,4083.07,Google Ads,9.2,4.03,3.6659902852474033
2025-03-30,GA_Search_NonBrand_US_v3,Search - Non-Brand,8561,399,12.0,944.43,4228.16,Google Ads,4.5,2.96,4.4769437650222885
2025-03-31,GA_Search_NonBrand_US_v3,Search - Non-Brand,17950,401,14.0,990.51,3799.0,Google Ads,2.8,1.6,3.8353979263207845
2025-04-01,GA_Search_NonBrand_US_v3,Search - Non-Brand,10368,382,11.0,1132.14,3779.98,Google Ads,6.5,2.34,3.3387920221880685
2025-04-02,GA_Search_NonBrand_US_v3,Search - Non-Brand,25972,536,23.0,1234.39,4081.05,Google Ads,7.7,5.22,3.306126912888147
2025-04-03,GA_Search_NonBrand_US_v3,Search - Non-Brand,0,0,0.0,0.0,0.0,Google Ads,2.2,2.38,
2025-04-04,GA_Search_NonBrand_US_v3,Search - Non-Brand,10025,350,8.0,1182.74,4392.12,Google Ads,8.2,2.27,3.7135126908703517
2025-04-05,GA_Search_NonBrand_US_v3,Search - Non-Brand,20092,537,13.0,977.98,,Google Ads,2.9,4.87,
2025-04-06,GA_Search_NonBrand_US_v3,Search - Non-Brand,51892,727,23.0,1213.2,4531.77,Google Ads,5.4,7.33,3.7353857566765583
2025-04-07,GA_Search_NonBrand_US_v3,Search - Non-Brand,10369,450,9.0,887.3,3263.67,Google Ads,8.7,6.52,3.678203538825651
2025-04-08,GA_Search_NonBrand_US_v3,Search - Non-Brand,14152,666,30.0,1308.86,4173.71,Google Ads,2.7,7.34,3.188813165655609
2025-04-09,GA_Search_NonBrand_US_v3,Search - Non-Brand,13951,465,9.0,1064.64,3946.48,Google Ads,3.2,5.08,3.7068680492936577
2025-04-10,GA_Search_NonBrand_US_v3,Search - Non-Brand,12464,418,8.0,884.97,3579.64,Google Ads,1.6,3.87,4.044928076657966
2025-04-11,GA_Search_NonBrand_US_v3,Search - Non-Brand,7818,361,10.0,1054.98,3113.04,Google Ads,2.3,6.11,2.9508047545925042
2025-04-12,GA_Search_NonBrand_US_v3,Search - Non-Brand,15059,652,21.0,1044.88,4100.82,Google Ads,2.3,2.83,3.924680346068447
2025-04-13,GA_Search_NonBrand_US_v3,Search - Non-Brand,13106,367,8.0,1234.49,4357.24,Google Ads,2.8,1.55,3.529587116947079
2025-04-14,GA_Search_NonBrand_US_v3,Search - Non-Brand,15362,616,16.0,1028.48,3697.92,Google Ads,3.6,3.41,3.595519601742377
2025-04-15,GA_Search_NonBrand_US_v3,Search - Non-Brand,23944,394,14.0,902.57,,Google Ads,8.3,3.09,
2025-04-16,GA_Search_NonBrand_US_v3,Search - Non-Brand,23418,374,9.0,1131.68,3713.33,Google Ads,9.2,5.73,3.2812544182100947
2025-04-17,GA_Search_NonBrand_US_v3,Search - Non-Brand,24068,618,13.0,998.0,4793.56,Google Ads,4.7,4.86,4.803166332665331
2025-04-18,GA_Search_NonBrand_US_v3,Search - Non-Brand,9374,426,11.0,1186.75,3670.35,Google Ads,2.2,1.97,3.092774383821361
2025-04-19,GA_Search_NonBrand_US_v3,Search - Non-Brand,14938,643,25.0,1274.1,3916.46,Google Ads,3.0,7.36,3.073903147319677
2025-04-20,GA_Search_NonBrand_US_v3,Search - Non-Brand,12956,512,12.0,1176.16,3411.38,Google Ads,7.6,5.15,2.9004387158209766
2025-04-21,GA_Search_NonBrand_US_v3,Search - Non-Brand,6015,298,7.0,1038.61,3873.98,Google Ads,7.1,4.2,3.7299660122663947
2025-04-22,GA_Search_NonBrand_US_v3,Search - Non-Brand,10393,464,17.0,1310.0,4101.76,Google Ads,9.7,7.56,3.1311145038167942
2025-04-23,GA_Search_NonBrand_US_v3,Search - Non-Brand,13110,427,12.0,1007.35,3423.5,Google Ads,1.1,1.68,3.3985208715937856
2025-04-24,GA_Search_NonBrand_US_v3,Search - Non-Brand,8665,372,15.0,1254.25,5097.3,Google Ads,7.8,6.53,4.064022324098067
2025-04-25,GA_Search_NonBrand_US_v3,Search - Non-Brand,39677,560,25.0,1124.72,4484.3,Google Ads,5.6,3.55,3.987036773596984
2025-04-26,GA_Search_NonBrand_US_v3,Search - Non-Brand,14277,328,14.0,935.42,3703.8,Google Ads,9.1,5.87,3.959504821363666
2025-04-27,GA_Search_NonBrand_US_v3,Search - Non-Brand,21105,444,14.0,1177.65,5023.44,Google Ads,6.2,7.52,4.265647688192586
2025-04-28,GA_Search_NonBrand_US_v3,Search - Non-Brand,12052,422,11.0,1218.18,,Google Ads,5.0,4.62,
2025-04-29,GA_Search_NonBrand_US_v3,Search - Non-Brand,32131,760,31.0,1208.71,4788.9,Google Ads,7.0,1.16,3.9619925374986553
2025-04-30,GA_Search_NonBrand_US_v3,Search - Non-Brand,47689,503,17.0,1090.55,4355.78,Google Ads,8.5,1.2,3.994113062216313
2025-05-01,GA_Search_NonBrand_US_v3,Search - Non-Brand,22901,389,14.0,915.9,4135.19,Google Ads,3.5,3.31,4.514892455508243
2025-05-02,GA_Search_NonBrand_US_v3,Search - Non-Brand,6445,294,6.0,1010.21,4030.51,Google Ads,2.0,6.47,3.9897744033418796
2025-05-03,GA_Search_NonBrand_US_v3,Search - Non-Brand,28512,674,25.0,1133.83,3852.44,Google Ads,4.9,3.02,3.397722762671653
2025-05-04,GA_Search_NonBrand_US_v3,Search - Non-Brand,33035,718,29.0,1283.6,4331.41,Google Ads,2.9,3.34,3.374423496416329
2025-05-05,GA_Search_NonBrand_US_v3,Search - Non-Brand,8131,389,15.0,1111.21,4310.2,Google Ads,4.9,6.49,3.87883478370425
2025-05-06,GA_Search_NonBrand_US_v3,Search - Non-Brand,0,0,0.0,0.0,0.0,Google Ads,9.9,1.81,
2025-05-07,GA_Search_NonBrand_US_v3,Search - Non-Brand,9501,372,7.0,999.66,4806.12,Google Ads,6.2,6.93,4.807754636576436
2025-05-08,GA_Search_NonBrand_US_v3,Search - Non-Brand,25417,391,11.0,1022.35,4957.99,Google Ads,7.2,2.86,4.849601408519587
2025-05-09,GA_Search_NonBrand_US_v3,Search - Non-Brand,13764,539,17.0,921.54,4289.68,Google Ads,7.1,1.36,4.654903748073877
2025-05-10,GA_Search_NonBrand_US_v3,Search - Non-Brand,33589,815,33.0,1223.12,4692.47,Google Ads,8.4,1.82,3.8364755706717255
2025-05-11,GA_Search_NonBrand_US_v3,Search - Non-Brand,0,0,0.0,0.0,0.0,Google Ads,9.5,7.67,
2025-05-12,GA_Search_NonBrand_US_v3,Search - Non-Brand,16085,514,11.0,1301.36,4478.68,Google Ads,6.9,4.16,3.441538083236
2025-05-13,GA_Search_NonBrand_US_v3,Search - Non-Brand,44642,619,18.0,1047.19,3567.5,Google Ads,5.3,2.8,3.4067361223846673
2025-05-14,GA_Search_NonBrand_US_v3,Search - Non-Brand,8922,401,14.0,957.83,3930.27,Google Ads,3.9,4.65,4.103306432247893
2025-05-15,GA_Search_NonBrand_US_v3,Search - Non-Brand,16910,624,20.0,1318.05,4136.36,Google Ads,4.2,5.78,3.138242100072076
2025-05-16,GA_Search_NonBrand_US_v3,Search - Non-Brand,44141,668,26.0,1180.16,4905.61,Google Ads,4.0,3.23,4.156732985357917
2025-05-17,GA_Search_NonBrand_US_v3,Search - Non-Brand,8900,349,12.0,1134.54,4895.43,Google Ads,3.9,6.08,4.314902956264214
2025-05-18,GA_Search_NonBrand_US_v3,Search - Non-Brand,26766,742,21.0,1152.44,4798.81,Google Ads,7.3,2.77,4.164043247370796
2025-05-19,GA_Search_NonBrand_US_v3,Search - Non-Brand,11530,336,7.0,1151.53,4217.93,Google Ads,6.3,1.79,3.6628919784981724
2025-05-20,GA_Search_NonBrand_US_v3,Search - Non-Brand,47822,680,14.0,1137.65,4244.21,Google Ads,2.8,4.85,3.730681668351426
2025-05-21,GA_Search_NonBrand_US_v3,Search - Non-Brand,12096,362,7.0,1137.66,4719.2,Google Ads,9.7,2.06,4.148163774765747
2025-05-22,GA_Search_NonBrand_US_v3,Search - Non-Brand,12174,559,21.0,1183.3,3731.1,Google Ads,4.8,7.58,3.153131074114764
2025-05-23,GA_Search_NonBrand_US_v3,Search - Non-Brand,25230,444,,1236.37,4006.08,Google Ads,6.1,1.0,3.240195087231169
2025-05-24,GA_Search_NonBrand_US_v3,Search - Non-Brand,49458,536,25.0,1188.76,5134.42,Google Ads,7.3,6.29,4.319139271173324
2025-05-25,GA_Search_NonBrand_US_v3,Search - Non-Brand,18229,471,18.0,1018.94,4714.76,Google Ads,6.5,2.96,4.627122303570377
2025-05-26,GA_Search_NonBrand_US_v3,Search - Non-Brand,26004,521,25.0,1212.75,4965.27,Google Ads,3.8,6.92,4.0942238713667285
2025-05-27,GA_Search_NonBrand_US_v3,Search - Non-Brand,18983,574,17.0,933.0,4221.58,Google Ads,8.2,1.42,4.524737406216506
2025-05-28,GA_Search_NonBrand_US_v3,Search - Non-Brand,11244,272,9.0,951.25,4453.78,Google Ads,2.0,7.67,4.682028909329829
2025-05-29,GA_Search_NonBrand_US_v3,Search - Non-Brand,16762,464,18.0,1056.31,4235.07,Google Ads,6.1,1.71,4.00930598025201
2025-05-30,GA_Search_NonBrand_US_v3,Search - Non-Brand,10347,372,17.0,1165.22,4915.94,Google Ads,3.5,6.52,4.218894286057568
2025-05-31,GA_Search_NonBrand_US_v3,Search - Non-Brand,20745,488,15.0,1300.01,5789.87,Google Ads,6.5,4.62,4.453711894523888
2025-06-01,GA_Search_NonBrand_US_v3,Search - Non-Brand,27896,512,21.0,935.8,3993.51,Google Ads,3.0,4.01,4.267482368027356
2025-06-02,GA_Search_NonBrand_US_v3,Search - Non-Brand,8095,341,10.0,905.77,4758.6,Google Ads,7.9,2.96,5.253651589255551
2025-06-03,GA_Search_NonBrand_US_v3,Search - Non-Brand,16400,424,20.0,1117.72,4514.9,Google Ads,3.0,6.89,4.0393837454818735
2025-06-04,GA_Search_NonBrand_US_v3,Search - Non-Brand,7881,375,8.0,1010.38,4201.81,Google Ads,9.0,2.4,4.158643282725311
2025-06-05,GA_Search_NonBrand_US_v3,Search - Non-Brand,13207,384,8.0,1212.26,3817.73,Google Ads,8.8,6.05,3.1492666589675484
2025-06-06,GA_Search_NonBrand_US_v3,Search - Non-Brand,7599,342,,1157.24,4024.63,Google Ads,4.3,4.12,3.4777833465832497
2025-06-07,GA_Search_NonBrand_US_v3,Search - Non-Brand,16935,444,9.0,1307.21,4953.2,Google Ads,4.5,7.99,3.789138699979345
2025-06-08,GA_Search_NonBrand_US_v3,Search - Non-Brand,9350,449,19.0,1107.16,4462.76,Google Ads,7.3,5.28,4.030817587340583
2025-06-09,GA_Search_NonBrand_US_v3,Search - Non-Brand,25078,532,23.0,889.71,4465.63,Google Ads,1.8,1.73,5.0191972665250475
2025-06-10,GA_Search_NonBrand_US_v3,Search - Non-Brand,12647,583,22.0,938.16,3609.71,Google Ads,1.7,3.94,3.84764858872687
2025-06-11,GA_Search_NonBrand_US_v3,Search - Non-Brand,10252,439,9.0,1048.61,5113.86,Google Ads,2.2,1.46,4.876798809853044
2025-06-12,GA_Search_NonBrand_US_v3,Search - Non-Brand,13500,476,21.0,1243.59,5028.33,Google Ads,6.1,3.0,4.043398547752877
2025-06-13,GA_Search_NonBrand_US_v3,Search - Non-Brand,16622,526,25.0,1225.14,4112.82,Google Ads,2.3,3.4,3.3570204221558346
2025-06-14,GA_Search_NonBrand_US_v3,Search - Non-Brand,17937,613,13.0,1146.24,4940.07,Google Ads,3.5,6.97,4.309804229480736
2025-06-15,GA_Search_NonBrand_US_v3,Search - Non-Brand,47106,622,24.0,1216.02,5414.48,Google Ads,6.8,6.87,4.452624134471472
2025-06-16,GA_Search_NonBrand_US_v3,Search - Non-Brand,18215,472,10.0,1074.41,4044.45,Google Ads,1.1,1.08,3.7643450824173263
2025-06-17,GA_Search_NonBrand_US_v3,Search - Non-Brand,30797,487,21.0,1105.15,4039.27,Google Ads,2.6,4.73,3.654951816495498
2025-06-18,GA_Search_NonBrand_US_v3,Search - Non-Brand,12935,418,19.0,1102.51,4381.63,Google Ads,9.4,2.56,3.97423152624466
2025-06-19,GA_Search_NonBrand_US_v3,Search - Non-Brand,0,0,0.0,0.0,0.0,Google Ads,7.0,3.24,
2025-06-20,GA_Search_NonBrand_US_v3,Search - Non-Brand,0,0,0.0,0.0,0.0,Google Ads,3.7,1.15,
2025-06-21,GA_Search_NonBrand_US_v3,Search - Non-Brand,0,0,0.0,0.0,0.0,Google Ads,1.4,6.25,
2025-06-22,GA_Search_NonBrand_US_v3,Search - Non-Brand,47149,704,16.0,1296.23,4148.33,Google Ads,6.3,7.65,3.200303958402444
2025-06-23,GA_Search_NonBrand_US_v3,Search - Non-Brand,13378,500,24.0,1108.17,4171.78,Google Ads,3.0,2.53,3.76456680834168
2025-06-24,GA_Search_NonBrand_US_v3,Search - Non-Brand,21294,784,15.0,1297.55,4885.52,Google Ads,9.6,3.39,3.7651882393742055
2025-06-25,GA_Search_NonBrand_US_v3,Search - Non-Brand,42699,468,15.0,1162.4,3211.42,Google Ads,7.2,2.45,2.7627494838265654
2025-06-26,GA_Search_NonBrand_US_v3,Search - Non-Brand,24747,482,15.0,1027.56,4987.71,Google Ads,9.8,7.51,4.853935536611001
2025-06-27,GA_Search_NonBrand_US_v3,Search - Non-Brand,9348,298,12.0,922.66,4470.49,Google Ads,8.6,1.07,4.845219257364576
2025-06-28,GA_Search_NonBrand_US_v3,Search - Non-Brand,9959,495,21.0,1089.04,4138.67,Google Ads,5.3,5.09,3.800292000293837
2025-06-29,GA_Search_NonBrand_US_v3,Search - Non-Brand,11973,311,8.0,985.9,3984.37,Google Ads,7.0,7.1,4.041353078405518
2025-06-30,GA_Search_NonBrand_US_v3,Search - Non-Brand,18208,488,20.0,1060.26,4449.02,Google Ads,8.3,2.3,4.196159432592006
2025-07-01,GA_Search_NonBrand_US_v3,Search - Non-Brand,29391,364,16.0,1134.48,3957.42,Google Ads,6.2,5.13,3.488311825682251
2025-07-02,GA_Search_NonBrand_US_v3,Search - Non-Brand,10288,513,18.0,1184.5,4895.82,Google Ads,1.6,1.35,4.133237653018151
2025-07-03,GA_Search_NonBrand_US_v3,Search - Non-Brand,25016,409,9.0,939.5,3006.06,Google Ads,5.2,6.7,3.1996381053751994
2025-07-04,GA_Search_NonBrand_US_v3,Search - Non-Brand,17093,457,15.0,1297.68,3979.46,Google Ads,2.2,2.92,3.0665957709142466
2025-07-05,GA_Search_NonBrand_US_v3,Search - Non-Brand,13543,391,9.0,1037.44,3551.98,Google Ads,7.4,7.92,3.4237931832202344
2025-07-06,GA_Search_NonBrand_US_v3,Search - Non-Brand,17569,724,22.0,1123.53,4511.01,Google Ads,7.1,7.45,4.015032976422526
2025-07-07,GA_Search_NonBrand_US_v3,Search - Non-Brand,9319,390,14.0,1128.11,3756.97,Google Ads,9.9,6.13,3.330322397638528
2025-07-08,GA_Search_NonBrand_US_v3,Search - Non-Brand,17485,594,19.0,1203.41,3631.07,Google Ads,6.7,4.48,3.0173174562285503
2025-07-09,GA_Search_NonBrand_US_v3,Search - Non-Brand,34118,731,25.0,1106.03,4111.34,Google Ads,8.2,6.37,3.7172047774472667
2025-07-10,GA_Search_NonBrand_US_v3,Search - Non-Brand,0,0,0.0,0.0,0.0,Google Ads,3.4,1.91,
2025-07-11,GA_Search_NonBrand_US_v3,Search - Non-Brand,17738,568,22.0,956.74,4081.04,Google Ads,4.1,3.17,4.265568493007504
2025-07-12,GA_Search_NonBrand_US_v3,Search - Non-Brand,20704,685,31.0,1059.24,4051.17,Google Ads,9.3,1.19,3.824600657074884
2025-07-13,GA_Search_NonBrand_US_v3,Search - Non-Brand,10176,407,13.0,1271.89,4189.65,Google Ads,7.8,5.52,3.294034861505318
2025-07-14,GA_Search_NonBrand_US_v3,Search - Non-Brand,30328,675,18.0,1281.74,3871.84,Google Ads,6.9,6.64,3.0207686426264297
2025-07-15,GA_Search_NonBrand_US_v3,Search - Non-Brand,35964,477,18.0,1124.26,3683.59,Google Ads,3.3,7.62,3.2764574030918117
2025-07-16,GA_Search_NonBrand_US_v3,Search - Non-Brand,10453,444,14.0,918.63,3236.68,Google Ads,7.3,5.81,3.5233772030088284
2025-07-17,GA_Search_NonBrand_US_v3,Search - Non-Brand,6594,312,13.0,886.1,3952.66,Google Ads,9.0,6.12,4.460738065681074
2025-07-18,GA_Search_NonBrand_US_v3,Search - Non-Brand,9095,338,13.0,888.86,3848.41,Google Ads,3.1,7.27,4.329601962063767
2025-07-19,GA_Search_NonBrand_US_v3,Search - Non-Brand,9692,438,12.0,1289.97,4591.57,Google Ads,7.4,7.55,3.5594393668069797
2025-07-20,GA_Search_NonBrand_US_v3,Search - Non-Brand,10458,464,11.0,901.66,,Google Ads,4.5,4.44,
2025-07-21,GA_Search_NonBrand_US_v3,Search - Non-Brand,13762,556,23.0,1100.03,4200.03,Google Ads,2.1,1.77,3.818104960773797
2025-07-22,GA_Search_NonBrand_US_v3,Search - Non-Brand,11861,482,20.0,1017.54,4191.88,Google Ads,7.9,4.26,4.119621833048332
2025-07-23,GA_Search_NonBrand_US_v3,Search - Non-Brand,14022,517,12.0,1184.33,4091.74,Google Ads,2.5,4.89,3.454898550235154
2025-07-24,GA_Search_NonBrand_US_v3,Search - Non-Brand,15778,565,18.0,1200.9,4007.76,Google Ads,3.3,5.42,3.3372970272295777
2025-07-25,GA_Search_NonBrand_US_v3,Search - Non-Brand,29088,522,14.0,1207.89,3288.82,Google Ads,8.0,7.92,2.722781047943107
2025-07-26,GA_Search_NonBrand_US_v3,Search - Non-Brand,21429,371,16.0,1224.69,4624.44,Google Ads,7.7,7.42,3.776008622590206
2025-07-27,GA_Search_NonBrand_US_v3,Search - Non-Brand,20273,597,13.0,1300.77,3671.55,Google Ads,3.3,3.77,2.8225973846260293
2025-07-28,GA_Search_NonBrand_US_v3,Search - Non-Brand,6426,285,8.0,927.97,4256.13,Google Ads,9.5,1.79,4.586495253079302
2025-07-29,GA_Search_NonBrand_US_v3,Search - Non-Brand,14664,701,28.0,1257.18,3681.56,Google Ads,2.9,2.5,2.9284271146534304
2025-07-30,GA_Search_NonBrand_US_v3,Search - Non-Brand,20816,468,11.0,1180.32,4956.06,Google Ads,9.9,2.22,4.198912159414396
2025-07-31,GA_Search_NonBrand_US_v3,Search - Non-Brand,29974,694,33.0,1233.05,3929.25,Google Ads,7.6,3.49,3.1866104375329467
2025-08-01,GA_Search_NonBrand_US_v3,Search - Non-Brand,16734,664,27.0,1171.42,4265.46,Google Ads,4.5,7.14,3.6412729849242798
2025-08-02,GA_Search_NonBrand_US_v3,Search - Non-Brand,29805,362,9.0,1178.2,3677.47,Google Ads,2.2,4.07,3.121261245968426
2025-08-03,GA_Search_NonBrand_US_v3,Search - Non-Brand,20371,651,29.0,1195.68,3708.77,Google Ads,3.9,4.97,3.101808176100629
2025-08-04,GA_Search_NonBrand_US_v3,Search - Non-Brand,13398,381,14.0,963.25,4213.61,Google Ads,2.7,2.25,4.37436802491565
2025-08-05,GA_Search_NonBrand_US_v3,Search - Non-Brand,10321,391,15.0,1244.63,3594.18,Google Ads,6.6,4.45,2.8877497730249146
2025-08-06,GA_Search_NonBrand_US_v3,Search - Non-Brand,13378,352,8.0,1039.71,3902.42,Google Ads,4.2,7.12,3.753373536851622
2025-08-07,GA_Search_NonBrand_US_v3,Search - Non-Brand,0,0,0.0,0.0,0.0,Google Ads,3.7,6.41,
2025-08-08,GA_Search_NonBrand_US_v3,Search - Non-Brand,26401,579,,1157.81,3880.68,Google Ads,7.8,1.57,3.3517416501843997
2025-08-09,GA_Search_NonBrand_US_v3,Search - Non-Brand,22934,545,16.0,1221.22,4006.54,Google Ads,3.1,7.03,3.2807684119159526
